SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,Tanimoto_Similarity
CC(C)CC1=CC=C(S1)C(=O)NC2=CN(C)N=C2C3=CC=CO3,Z2961090267,329.419,329.419,3.293,-4.62,1,2,60.06,5,https://real.enamine.net/public-enum-files/Z2961090267,0.25301204819277107
CN1N=CC(NC(=O)C=2C=C3C=CC=CC3=NC2N)=C1C(F)(F)F,Z4655554068,335.285,335.285,1.403,-3.85,2,4,85.83,3,https://real.enamine.net/public-enum-files/Z4655554068,0.25301204819277107
CN(CCC#N)S(=O)(=O)C=1C=CC=C(C1)C(=O)NC=2C=CC(=CC2)C3=NC=4C=CC=CC4N3,Z30269318,459.522,459.522,3.57,-6.104,2,5,118.95,6,https://real.enamine.net/public-enum-files/Z30269318,0.25301204819277107
CC(=O)NCCC1=CC=C(S1)S(=O)(=O)N2CCC3=CC=CC(C)=C32,Z785115526,364.485,364.485,2.148,-4.446,1,3,66.48,4,https://real.enamine.net/public-enum-files/Z785115526,0.25301204819277107
CN1N=CC=2CCC(CC21)C(=O)NC=3C=C(Cl)C=CC3N4CCN(C)CC4,Z1983111685,387.907,387.907,2.396,-2.493,1,4,53.4,3,https://real.enamine.net/public-enum-files/Z1983111685,0.25301204819277107
CC1=CC(=CN(C)C1=O)NC(=O)C=2C=C(N=C3C=C(F)C=CC23)C=4C=CC=CC4,Z1449362371,387.407,387.407,3.979,-5.605,1,3,62.3,3,https://real.enamine.net/public-enum-files/Z1449362371,0.25301204819277107
CC=1C=CC(=CC1N(C)C)S(=O)(=O)N[C@H]2C[C@H](CN3C=NC=N3)C2,Z3409607920,349.453,349.453,1.265,-2.747,1,5,80.12,5,https://real.enamine.net/public-enum-files/Z3409607920,0.25301204819277107
COC1=CC=C2CC(CCC2=C1)C(=O)NC=3C=NN(C3)C4CC4,Z3697447303,311.379,311.379,2.727,-2.867,1,3,56.15,4,https://real.enamine.net/public-enum-files/Z3697447303,0.25301204819277107
COC=1C=CC(=CC1)N2C=C(C=N2)CNC=3C=CC=C(C3)N4C=CC(C)=N4,Z4131950781,359.425,359.425,4.084,-3.373,1,4,56.9,6,https://real.enamine.net/public-enum-files/Z4131950781,0.25301204819277107
COC=1C=CC(=CC1)C2=CC=3N=CN=C(C3S2)N4CCC(CC4)N5CCN(C)CC5,Z5489518818,423.576,423.576,2.549,-4.297,0,6,44.73,4,https://real.enamine.net/public-enum-files/Z5489518818,0.25301204819277107
CC(=O)NCC1CN(CCO1)C(=O)CN2C(=O)NC=3C=CC=CC32,Z1225203813,332.355,332.355,0.476,-2.808,2,4,90.98,4,https://real.enamine.net/public-enum-files/Z1225203813,0.25301204819277107
CC1CN(CCN1)C(=O)CN2CCN(CC2)C=3C=NC=C4C=CC=CC34,Z3807634933,353.462,353.462,2.71,-2.502,1,5,51.71,3,https://real.enamine.net/public-enum-files/Z3807634933,0.25301204819277107
CN1C=C(NC(=O)C=2C=C3C=CC=CC3=NC2N)C(=N1)C(F)(F)F,Z4655554134,335.285,335.285,1.403,-3.85,2,4,85.83,3,https://real.enamine.net/public-enum-files/Z4655554134,0.25301204819277107
CC(C)C=1C=CC(O)=C(C1)NC(=O)C=2C=CC=C(C2)C3CCCOC3,Z4622650791,339.429,339.429,4.011,-5.16,2,3,58.56,4,https://real.enamine.net/public-enum-files/Z4622650791,0.25301204819277107
O=C(NC=1C=CC(F)=C(C1)C=2C=CC=CC2)C3=NN4C(=N3)NC(=O)C5=CC=CC=C54,Z8427073887,399.378,399.378,3.529,-7.195,2,4,88.91,3,https://real.enamine.net/public-enum-files/Z8427073887,0.25301204819277107
O=C(NC=1C=CC(=CC1)OC(F)(F)F)C2=COC(=N2)C3CCOCC3,Z1715199191,356.297,356.297,2.497,-3.761,1,4,73.59,5,https://real.enamine.net/public-enum-files/Z1715199191,0.25301204819277107
O=C(CC1=CNC=2C=C(F)C=CC12)NC3=NC(=CS3)C4=CNC=5N=CC=CC45,Z7109041389,391.423,391.423,3.422,-6.365,3,3,86.46,4,https://real.enamine.net/public-enum-files/Z7109041389,0.25287356321839083
CC(CC(N)=O)C=1C=CC(=CC1)NC(=O)C2=CC=C3N=C(NC3=C2)C=4C=CC(F)=CC4,Z7771738103,416.449,416.449,4.136,-6.714,3,3,100.87,6,https://real.enamine.net/public-enum-files/Z7771738103,0.25287356321839083
CCC1=C(C=NN1C=2C=CC(=CC2)OC)C(=O)NCCC3=CC(O)=CC(F)=C3,Z7996047727,383.417,383.417,3.611,-3.83,2,4,76.38,7,https://real.enamine.net/public-enum-files/Z7996047727,0.25287356321839083
CC1(NC(=O)NC1=O)C=2C=CC=C(C2)NC(=O)C=3C=C(N=C4C=C(F)C=CC34)C=5C=CC=CC5,Z806293338,454.454,454.454,4.486,-6.982,3,4,100.19,4,https://real.enamine.net/public-enum-files/Z806293338,0.25287356321839083
CC(=O)NCC1CCN(CC1)C(=O)C2CCN(CC3=COC(=N3)C=4C=CC=CC4)CC2,Z991891252,424.537,424.537,-0.178,-2.905,1,4,78.68,6,https://real.enamine.net/public-enum-files/Z991891252,0.25287356321839083
CC1=CC=C(O1)C2=NC(=CS2)C(=O)NC=3C=CC(=CC3F)OC(F)F,Z2012514220,368.332,368.332,4.103,-5.092,1,3,64.36,5,https://real.enamine.net/public-enum-files/Z2012514220,0.25287356321839083
COC=1C=C2C=C(NC2=CC1OC)C(=O)N3CCC4=C(C=NN4C=5C=CC=CC5)C3,Z1228125685,402.447,402.447,2.935,-5.117,1,4,72.38,4,https://real.enamine.net/public-enum-files/Z1228125685,0.25287356321839083
CC1=NN(C(C)=C1NC(=O)C=2N=C3NC(=O)C=4C=CC=CC4N3N2)C=5C=CC=C(F)C5,Z8427073688,417.397,417.397,1.048,-5.169,2,5,106.73,3,https://real.enamine.net/public-enum-files/Z8427073688,0.25287356321839083
CC(=O)N1CCCC(C1)C(C)NC(=O)CCC2=NC=3C=CC=CC3N2,Z4326714245,342.436,342.436,-0.202,-2.943,2,3,78.09,5,https://real.enamine.net/public-enum-files/Z4326714245,0.25287356321839083
CC(=O)N1C=CC=2C=CC=CC2C1CC(=O)NCC3=NC4=CC(F)=CC=C4N3,Z1311007673,378.401,378.401,2.015,-4.834,2,3,78.09,4,https://real.enamine.net/public-enum-files/Z1311007673,0.25287356321839083
CNC(=O)C=1C=C(C=CN1)OC=2C=C(C)C=CC2NC(=O)C3=CC=4C=CC(F)=CC4N3,Z1348742720,418.421,418.421,3.806,-6.459,3,3,96.11,5,https://real.enamine.net/public-enum-files/Z1348742720,0.25287356321839083
CC(=O)NC[C@@H]1CN(C[C@H]1C2=CN=CN2C)C(=O)CC=3C=C(C)C=CC3C,Z3062852753,368.474,368.474,0.029,-3.089,1,3,67.23,5,https://real.enamine.net/public-enum-files/Z3062852753,0.25287356321839083
CN1CCCC(CCNC(=O)NC=2C=CC(=CC2)N3N=CC=4C=CC=CC43)C1,Z5292433424,377.484,377.484,4.187,-3.708,2,3,62.19,5,https://real.enamine.net/public-enum-files/Z5292433424,0.25287356321839083
COC=1C=CC(=CC1)NC2=NC(=CS2)C(=O)N3CCC=4C=NNC4C3,Z1495097736,355.416,355.416,2.39,-4.003,2,5,83.14,4,https://real.enamine.net/public-enum-files/Z1495097736,0.25287356321839083
COC=1C=CC(=CC1)NC2=NC(=CS2)C(=O)N3CC4=C(C=CC(OC)=C4C(O)C3)OC,Z1279108641,441.502,441.502,3.327,-5.114,2,7,93.15,6,https://real.enamine.net/public-enum-files/Z1279108641,0.25287356321839083
CC(CC=1C=CC=C(O)C1)NC(=O)C2=CC=3C(=CC=CC3N2)OC(F)(F)F,Z1454689259,378.346,378.346,4.313,-5.904,3,3,74.35,6,https://real.enamine.net/public-enum-files/Z1454689259,0.25287356321839083
O=C(C=1C=C(N=C2C=CC(F)=CC12)C3CC3)N4CCC(CC4)N5C(=O)NC=6C=CC=CC65,Z1273237869,430.475,430.475,3.488,-6.201,1,3,65.54,3,https://real.enamine.net/public-enum-files/Z1273237869,0.25287356321839083
COC=1C=CC(=CC1)NC2=NC(=CS2)C(=O)N3CCC4=NN(C)C=C4C3,Z4229465120,369.443,369.443,2.406,-3.533,1,5,72.28,4,https://real.enamine.net/public-enum-files/Z4229465120,0.25287356321839083
CC=1C=NC=2C(=CC=CC2C1)S(=O)(=O)N3CCN(CC3)C(=O)C4=CC=C5C=CNC5=C4,Z408712066,434.513,434.513,3.244,-5.749,1,4,86.37,2,https://real.enamine.net/public-enum-files/Z408712066,0.25287356321839083
COC=1C=CC2=C(C1)OCCC2NC(=O)CCC3=NC=4C=CC=CC4N3,Z1265070197,351.4,351.4,2.193,-3.906,2,4,76.24,5,https://real.enamine.net/public-enum-files/Z1265070197,0.25274725274725274
CC=1C=CC(=CC1C)C(=O)NCC2CN(C(=O)C=3C=CC=C4C=NNC34)C5CC25,Z8485126089,388.463,388.463,2.292,-6.13,2,3,78.09,4,https://real.enamine.net/public-enum-files/Z8485126089,0.25274725274725274
CC(NC(=O)C1=CN(C)N=C1CC=2C=CC=CC2)C=3C=CC=4NC(=NC4C3)C5CC5,Z5094269288,399.489,399.489,3.31,-4.183,2,3,75.6,6,https://real.enamine.net/public-enum-files/Z5094269288,0.25274725274725274
"CC(=O)NC[C@@H]1CN(C[C@H]1C2=CN=CN2C)C(=O)CC=CC3=CC=CC(F)=C3 |&1:5,9,r|",Z3614261354,384.448,384.448,-0.672,-3.606,1,3,67.23,6,https://real.enamine.net/public-enum-files/Z3614261354,0.25
CN(C)[C@H]1CC[C@H](CC1)C(=O)NC2=CNN=C2C=3C=CC=CN3,Z3668033257,313.398,313.398,0.766,-1.882,2,4,73.91,4,https://real.enamine.net/public-enum-files/Z3668033257,0.25
COC=1C=C(N=CN1)C(=O)NC2=NC=3C=CC=CC3N2C=4C=CC=CC4,Z3769925236,345.356,345.356,3.773,-5.416,1,5,81.93,4,https://real.enamine.net/public-enum-files/Z3769925236,0.25
CC1=NC(C(=O)NC2(CCOCC2)C=3C=CC=C(C3)OC(F)(F)F)=C4C=CC=CN14,Z1893221212,419.398,419.398,4.096,-5.077,1,4,64.86,5,https://real.enamine.net/public-enum-files/Z1893221212,0.25
COC=1C=CC=C(C1)C(C)NC(=O)CC=2SC=NC2C3=CC=CS3,Z4367710420,358.481,358.481,2.979,-4.496,1,3,51.22,6,https://real.enamine.net/public-enum-files/Z4367710420,0.25
CC=1C=CC=C(OCCC(=O)NC[C@@H]2C[C@H](C2)S(C)(=O)=O)C1C,Z4476226076,339.451,339.451,0.811,-3.373,1,4,72.47,7,https://real.enamine.net/public-enum-files/Z4476226076,0.25
CN1CCN(CC1)C=2C=CC(=CC2)NC(=O)C3=CSC(=N3)C=4C=CC=NC4,Z2216898807,379.481,379.481,2.804,-3.479,1,5,61.36,4,https://real.enamine.net/public-enum-files/Z2216898807,0.25
CC(C)NC=1C=CC(F)=CC1NC(=O)[C@H]2CCCC(=O)N2,Z1996956731,293.337,293.337,1.586,-2.846,3,3,70.23,4,https://real.enamine.net/public-enum-files/Z1996956731,0.25
O=C(NC=1C=CN(N1)C=2N=CC=CN2)C3CNC(=O)C=4C=CC=CC43,Z6476386646,334.333,334.333,-0.012,-3.349,2,5,101.8,3,https://real.enamine.net/public-enum-files/Z6476386646,0.25
COC=1C=CC(=CC1NC(=O)C=2C=CC(OC)=C(C2)C=3C=CC=CN3)S(=O)(=O)N(C)C,Z1515409414,441.502,441.502,1.943,-4.522,1,6,97.83,6,https://real.enamine.net/public-enum-files/Z1515409414,0.25
CC(=O)NCCC=1C=CC(=CC1)S(=O)(=O)NC=2C=CC=CC2,Z737681862,318.392,318.392,1.457,-3.282,2,3,75.27,5,https://real.enamine.net/public-enum-files/Z737681862,0.25
CCC1=C(C=NN1C=2C=CC(=CC2)OC)C(=O)NC(CO)C=3C=CC=C(F)C3,Z7996047722,383.417,383.417,2.968,-4.137,2,4,76.38,7,https://real.enamine.net/public-enum-files/Z7996047722,0.25
COC=1C=CC(=CC1)C(=O)N2CCCC2C(=O)N3CCN(C)CC3,Z444111410,331.41,331.41,1.821,-2.604,0,4,53.09,3,https://real.enamine.net/public-enum-files/Z444111410,0.25
CC1=C(SC=2N=C(CN(CC(N)=O)C(C)C)NC(=O)C12)C(=O)NC=3C=CC(C)=CC3C,Z143603374,441.549,441.549,1.376,-5.941,3,5,116.89,7,https://real.enamine.net/public-enum-files/Z143603374,0.25
CN1CCN(CC1=O)C(=O)C2=NC=3C=CC=CC3C(=O)N2,Z1250474603,286.287,286.287,-0.196,-2.755,1,4,82.08,1,https://real.enamine.net/public-enum-files/Z1250474603,0.25
O=C(NC1=NC=2C=CC=CC2N1CCC=3C=CC=CN3)C=4SC=CC4SC(F)F,Z1336544742,430.497,430.497,3.612,-6.055,1,3,59.81,7,https://real.enamine.net/public-enum-files/Z1336544742,0.25
COC=1C=CC(=CC1)C2=NOC(CCC(=O)N3CCN(C)CC3)=N2,Z57698431,330.382,330.382,0.988,-2.02,0,5,71.7,5,https://real.enamine.net/public-enum-files/Z57698431,0.25
CC=1C=CC(=CC1C(=O)N2CCCCCC2)S(=O)(=O)NC3CC3,Z218002084,336.451,336.451,2.866,-3.858,1,3,66.48,3,https://real.enamine.net/public-enum-files/Z218002084,0.25
COC=1C=C(C=CC1C)NC2=NN=C(CN3CCC(CO)CC3)N2C,Z3309858271,345.44,345.44,1.768,-1.754,2,6,75.44,6,https://real.enamine.net/public-enum-files/Z3309858271,0.25
O=C(NCCC1=NC(=CS1)C=2C=CC=CN2)C=3C=C(F)C=CC3F,Z1171555027,345.368,345.368,2.348,-3.852,1,3,54.88,5,https://real.enamine.net/public-enum-files/Z1171555027,0.25
CC=1C=CC=C(C1F)S(=O)(=O)NC[C@H]2CC[C@H](O2)C3=NC=NN3,Z2761793609,340.375,340.375,1.627,-3.45,2,5,96.97,4,https://real.enamine.net/public-enum-files/Z2761793609,0.25
O=C(NC=1C=CC=CC1C(F)(F)F)C=2C=CC(=NN2)N3CCCC3,Z1037366980,336.312,336.312,1.564,-4.531,1,4,58.12,4,https://real.enamine.net/public-enum-files/Z1037366980,0.25
CC=1C=CN2N=CC(C(=O)NC=3C=CC=C(C3)C(C)C)=C2N1,Z1083306048,294.352,294.352,3.392,-4.439,1,3,59.29,3,https://real.enamine.net/public-enum-files/Z1083306048,0.25
CCNC(=O)N1CCN(CC1)C(=O)C2=CC=3C=CC=CC3NC2=O,Z236870856,328.367,328.367,0.524,-3.886,2,3,81.75,2,https://real.enamine.net/public-enum-files/Z236870856,0.25
O=C(NC=1C=CC=C2C=C(F)C=CC12)C3=CN(CCN4CCOCC4)N=N3,Z3584309658,369.394,369.394,1.97,-3.456,1,5,72.28,5,https://real.enamine.net/public-enum-files/Z3584309658,0.25
O=C(C1=NNC(=O)C=2C=CC=CC12)N3CC4(C3)CN(C4)C(=O)C5CC=6C=CC(F)=CC65,Z8342511172,418.421,418.421,1.018,-5.545,1,4,82.08,2,https://real.enamine.net/public-enum-files/Z8342511172,0.25
O=C(NCC1CCN(CC1)C(=O)C23CCN(C2)CCC3)C=4C=CC=CN4,Z2879551244,356.463,356.463,0.791,-1.912,1,4,65.54,4,https://real.enamine.net/public-enum-files/Z2879551244,0.25
CN1C=C(NC(=O)C=2C=CN=C(C2)NC3CCC3)C(=N1)C=4C=CC=CC4,Z2893601025,347.415,347.415,2.66,-4.037,2,4,71.84,5,https://real.enamine.net/public-enum-files/Z2893601025,0.25
CN(C)C(=O)CC=1C=CC=CC1NC(=O)C=2C=NN3C=CC=NC23,Z811692364,323.35,323.35,-0.36,-2.497,1,4,79.6,4,https://real.enamine.net/public-enum-files/Z811692364,0.25
COC(=O)C=1NC(C)=CC1NC(=O)C=2C=CC=3N=CC=NC3C2,Z1174614838,310.308,310.308,1.733,-2.636,2,4,96.97,4,https://real.enamine.net/public-enum-files/Z1174614838,0.25
"O=C(N[C@@H]1CS(=O)(=O)C[C@H]1C(=O)N2CCOCC3(CC3)C2)C4=CC=CS4 |&1:3,9,r|",Z3252615623,398.5,398.5,0.952,-2.944,1,5,92.78,3,https://real.enamine.net/public-enum-files/Z3252615623,0.25
CC=1C=CC=C2NC=C(CCNC(=O)C=3C=CC(=NC3)NCC4CC4)C12,Z2005481156,348.442,348.442,4.192,-4.625,3,3,69.81,7,https://real.enamine.net/public-enum-files/Z2005481156,0.25
CC1CCN(C(=O)CC=2C=NC=C3C=CC=CC23)C1C=4C=CC=CC4,Z2884084759,330.424,330.424,3.444,-4.723,0,2,33.2,3,https://real.enamine.net/public-enum-files/Z2884084759,0.25
CC(NC(=O)C1=CC=2C=CC(F)=CC2N1)C=3C=NN(C3)CC=4C=CC=CC4,Z1518059764,362.401,362.401,4.044,-4.997,2,2,62.71,5,https://real.enamine.net/public-enum-files/Z1518059764,0.25
CC=1NC(=O)C(C#N)=C(C)C1CCC(=O)NC=2C=CC=3NC(=NC3C2)C=4C=CC=C(F)C4,Z730629836,429.447,429.447,3.776,-6.26,3,4,110.67,5,https://real.enamine.net/public-enum-files/Z730629836,0.25
CC=1C=CC=C(C1)OCCNC(=O)C=2C=NC=C3C=CC=CC23,Z735400330,306.359,306.359,3.777,-4.931,1,3,51.22,5,https://real.enamine.net/public-enum-files/Z735400330,0.25
CC(C)C=1N=CC=C(N1)N2CCN(CC2)C(=O)C=3C=CC=CN3,Z1172368780,311.382,311.382,1.377,-3.004,0,5,62.22,3,https://real.enamine.net/public-enum-files/Z1172368780,0.25
CCOC=1C=CC(=CC1C)S(=O)(=O)NCC2=NC=3C=CC=CC3N2,Z995007290,345.418,345.418,3.418,-3.874,2,4,84.08,5,https://real.enamine.net/public-enum-files/Z995007290,0.25
CNC(=O)C=1C=C(C=CN1)OC=2C=C(C)C=CC2NC(=O)C3=CC=4C=CC=C(C)C4N3,Z1505316205,414.458,414.458,4.058,-6.466,3,3,96.11,5,https://real.enamine.net/public-enum-files/Z1505316205,0.25
CC(C)NC(=O)CN1CCN(CC1)C(=O)C2=CN=CC3=CC=CC=C23,Z735399982,340.42,340.42,1.514,-2.981,1,4,65.54,4,https://real.enamine.net/public-enum-files/Z735399982,0.25
COC=1C=CC=CC1OCCNC(=O)C2=CC(=O)NC3=CC(F)=CC=C23,Z1245862555,356.348,356.348,2.062,-5.169,2,4,76.66,6,https://real.enamine.net/public-enum-files/Z1245862555,0.25
CC=1N=CC=C(N1)N2CCN(CC2)S(=O)(=O)C3=CC=CC4=CN=CC=C34,Z1675763424,369.443,369.443,1.851,-3.47,0,6,79.29,2,https://real.enamine.net/public-enum-files/Z1675763424,0.25
NC(=O)C1=NNC=2C=CC(=CC12)NC3=NC=4C=C(F)C=CC4O3,Z1533064614,311.271,311.271,2.535,-5.126,3,4,109.83,3,https://real.enamine.net/public-enum-files/Z1533064614,0.25
CN(C1CCN(C)C1=O)S(=O)(=O)C=2C=CC=C3C=NC=CC23,Z1241549606,319.381,319.381,0.99,-2.961,0,4,70.58,2,https://real.enamine.net/public-enum-files/Z1241549606,0.25
CC1=NN(C=C1NC(=O)C=2C=CC=3C=CC=NC3N2)C4CCOCC4,Z3204135728,337.377,337.377,0.07,-3.333,1,5,81.93,3,https://real.enamine.net/public-enum-files/Z3204135728,0.25
CC(C)C=1C=CC(=CC1)C2=NOC(CN3N=NN(C3=O)C4=CC=CS4)=N2,Z215643258,368.415,368.415,3.877,-5.399,0,5,87.19,5,https://real.enamine.net/public-enum-files/Z215643258,0.25
CC(NC(=O)C=1C=NN(C)C1CC=2C=CC=CC2)C=3C=CC=4NC(=NC4C3)C5CC5,Z5094269275,399.489,399.489,3.31,-4.183,2,3,75.6,6,https://real.enamine.net/public-enum-files/Z5094269275,0.25
COC=1C=CC(=CC1)N2N=C(C)N=C2CC3CCC3OC,Z5199087921,287.358,287.358,1.962,-1.801,0,4,49.17,5,https://real.enamine.net/public-enum-files/Z5199087921,0.25
NC(=O)C=1C=CC(=C(C1)NC(=O)C2=CSC(=N2)C=3C=CC(F)=CC3)N4CCCCC4,Z298624348,424.493,424.493,3.828,-6.213,2,4,88.32,5,https://real.enamine.net/public-enum-files/Z298624348,0.25
COCCN1C=C(C(=O)NC2CC(C)(C)NC(C)(C)C2)C=3C=CC=CC31,Z910459760,357.491,357.491,3.212,-2.974,2,3,55.29,5,https://real.enamine.net/public-enum-files/Z910459760,0.25
CC1=CC(=CN(C)C1=O)NC(=O)C=2C=C(N=C3C=CC=CC23)C4=CC=CC=C4Cl,Z1449362758,403.861,403.861,4.281,-6.045,1,3,62.3,3,https://real.enamine.net/public-enum-files/Z1449362758,0.25
"CC(=O)NC[C@@H]1CN(C[C@H]1C2=CN=CN2C)C(=O)CC=CC=3C=CC(C)=CC3 |&1:5,9,r|",Z3614260215,380.484,380.484,-0.316,-3.839,1,3,67.23,6,https://real.enamine.net/public-enum-files/Z3614260215,0.25
O=C(NC12CC(CO)(C1)C2)C=3C=C(N=C4C=CC=CC34)C5=CC=CS5,Z4040401989,350.436,350.436,2.688,-4.324,2,3,62.22,4,https://real.enamine.net/public-enum-files/Z4040401989,0.25
CCOC=1C=CC(NC(=O)C=2C=NC(=NC2)C=3C=CC=CC3Cl)=C(F)C1,Z4493818176,371.793,371.793,3.748,-5.874,1,4,64.11,5,https://real.enamine.net/public-enum-files/Z4493818176,0.25
CC=1NC=2C=CC=CC2C1C3=CSC(=N3)NC(=O)C4CN(C)C(=O)C=5C=CC=CC54,Z1898903162,416.498,416.498,3.351,-6.287,2,3,78.09,3,https://real.enamine.net/public-enum-files/Z1898903162,0.25
CN1CCN(CC1)C=2C=CN=C(C2)NC(=O)C3=CC(=O)NC=4C=CC(F)=CC34,Z2783585812,381.404,381.404,1.744,-4.06,2,5,77.57,3,https://real.enamine.net/public-enum-files/Z2783585812,0.25
CN1CCOC(CNC(=O)C=2C=CC(=CC2)NC(=O)C3=CC=CS3)C1,Z954397164,359.445,359.445,1.69,-3.697,2,4,70.67,5,https://real.enamine.net/public-enum-files/Z954397164,0.25
CC(=O)NCC1CN(CCO1)C(=O)C2CCCN2C(=O)C=3C=CC=CC3,Z1225202297,359.42,359.42,0.403,-3.344,1,4,78.95,4,https://real.enamine.net/public-enum-files/Z1225202297,0.25
COC=1C=CC(=CC1)NC2=NC(=CS2)C(=O)N3CCC=4N=C(C)N=CC4C3,Z1279773004,381.453,381.453,2.336,-3.933,1,6,80.24,4,https://real.enamine.net/public-enum-files/Z1279773004,0.25
O=C(NC1CCCC(C1)C=2C=CC=C(Cl)C2)C3=CC4=CC=CC=C4NC3=O,Z4705085694,380.868,380.868,4.267,-6.613,2,2,58.2,3,https://real.enamine.net/public-enum-files/Z4705085694,0.25
O=C(NC1=NC=2C=CC=CC2N1CCC=3C=CC=CN3)C4=COC=5CNCC45,Z5510560438,373.409,373.409,1.621,-3.512,2,4,84.98,5,https://real.enamine.net/public-enum-files/Z5510560438,0.25
CC=1C=CC=C2NC(CNC(=O)C3=NC=4C=NC=CC4S3)=NC12,Z6660996363,323.374,323.374,2.813,-2.844,2,4,83.56,3,https://real.enamine.net/public-enum-files/Z6660996363,0.25
CC(=O)N1CCC=2C=CC(=CC21)S(=O)(=O)NC3CNC=4C=CC=CC4C3,Z2482857950,371.455,371.455,1.792,-3.721,2,4,78.51,2,https://real.enamine.net/public-enum-files/Z2482857950,0.25
CC(C)C=1C=CC(=CC1)CCCNC(=O)C=2SC=CC2C=3N=NNN3,Z8381603669,355.459,355.459,3.645,-5.661,2,4,83.56,7,https://real.enamine.net/public-enum-files/Z8381603669,0.25
CC=1C=CC=2NC(CNC(=O)CC3=COC(=N3)C4=CC=CS4)=NC2C1,Z1303410568,352.412,352.412,2.312,-4.021,2,3,83.81,5,https://real.enamine.net/public-enum-files/Z1303410568,0.25
COC=1C=CC(=CC1OC)CN2C=C(C=N2)C(=O)NC=3C=CC(=CC3)N4CCSCC4,Z1743328718,438.545,438.545,3.094,-4.592,1,5,68.62,7,https://real.enamine.net/public-enum-files/Z1743328718,0.25
O=C(CC1CCC(=O)NC1=O)NC(CC=2C=CC(O)=CC2)C3=NC=4C=CC=CC4N3,Z5851985924,406.435,406.435,1.289,-3.091,4,5,124.18,6,https://real.enamine.net/public-enum-files/Z5851985924,0.25
CC(NC(=O)C1=CC=2C=C(F)C=CC2N1)C=3C=NN(C3)CC=4C=CC=CC4,Z1518048645,362.401,362.401,4.044,-4.93,2,2,62.71,5,https://real.enamine.net/public-enum-files/Z1518048645,0.25
O=C1NN=C(C2=NC(CC=3C=CC(F)=CC3Cl)=NO2)C=4C=CC=CC14,Z1683541972,356.739,356.739,2.743,-5.71,1,4,80.38,3,https://real.enamine.net/public-enum-files/Z1683541972,0.25
COCC1CN(CCO1)C(=O)C=2C=CC=C(C2)NC(=O)C3=CC=CS3,Z1261798381,360.429,360.429,1.563,-4.3,1,4,67.87,5,https://real.enamine.net/public-enum-files/Z1261798381,0.25
CC=1C=C(OCC2=CN=NN2C)C=3C=C(C=CC3N1)OC(F)(F)F,Z4385616637,338.285,338.285,3.422,-3.302,0,5,62.06,5,,0.25
NC(=O)C1=NNC=2C=CC(=CC12)NC3=NC=4C=CC(F)=CC4O3,Z5608241184,311.271,311.271,2.535,-4.889,3,4,109.83,3,https://real.enamine.net/public-enum-files/Z5608241184,0.25
CN1N=C(C=C1C(=O)NC2=CNN=C2C=3C=CC=CN3)C4CCCN4,Z6680124825,337.38,337.38,-0.397,-1.748,3,5,100.52,4,https://real.enamine.net/public-enum-files/Z6680124825,0.25
COC=1C=CC=CC1N2CCN(CCNC=3N=CN=C4SC=CC34)CC2,Z6741345798,369.486,369.486,3.868,-4.512,1,6,53.52,6,https://real.enamine.net/public-enum-files/Z6741345798,0.25
O=C(NCC1=CC=2C=CC=CC2NC1=O)C3(CC3)C=4C=CC=CC4,Z7160976920,318.37,318.37,1.732,-4.671,2,2,58.2,4,https://real.enamine.net/public-enum-files/Z7160976920,0.25
CC(C)N1C(=O)NC=2C=CC(=CC21)C(=O)NC=3C=CC=CC3CN4CCNC4=O,Z2635679002,393.44,393.44,1.28,-4.606,3,3,93.78,5,https://real.enamine.net/public-enum-files/Z2635679002,0.25
CC(C)C=1C=CC=2C=C(NC2C1)C(=O)N3CCN4N=CC(Br)=C4C3,Z2646672080,387.274,387.274,3.91,-5.744,1,2,53.92,2,https://real.enamine.net/public-enum-files/Z2646672080,0.25
CCCN(C)C=1C=CC=CC1NC(=O)C=2C=CN=C3NC=CC23,Z4879346471,308.378,308.378,3.65,-4.669,2,3,61.02,5,https://real.enamine.net/public-enum-files/Z4879346471,0.25
CC1=NC=2C=C(C=CC2N1)C(=O)NC=3C=CC(Br)=C4CNCCC34,Z5292443026,385.258,385.258,3.323,-4.123,3,3,69.81,2,https://real.enamine.net/public-enum-files/Z5292443026,0.25
CC=1C=CC=2C=CC=C(C2N1)S(=O)(=O)NCC(C)N(C)C3CC3,Z1378475479,333.45,333.45,3.403,-2.863,1,4,62.3,5,https://real.enamine.net/public-enum-files/Z1378475479,0.25
O=C1NC=2C=C(F)C=CC2C=C1CNCC=3C=CN=CC3Cl,Z6395297875,317.746,317.746,0.928,-3.733,2,3,54.02,4,https://real.enamine.net/public-enum-files/Z6395297875,0.25
CCN1CCC(CC1)NC(=O)[C@H](C)NS(=O)(=O)C2=CC=CC=C2F,Z296356940,357.445,357.445,1.389,-2.785,2,4,78.51,5,https://real.enamine.net/public-enum-files/Z296356940,0.25
CN(C)C=1C=CC(=CC1F)C(=O)NC2=NC=3C=CC=CC3S2,Z826643396,315.367,315.367,4.03,-4.863,1,3,45.23,3,https://real.enamine.net/public-enum-files/Z826643396,0.25
