SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,Tanimoto_Similarity
O=C(NC=1C=CC=2NC(=NC2C1)C=3C=C(F)C=CC3F)C4CCN(CC4)C=5C=CC6=NN=NN6N5,Z748894022,475.455,475.455,2.223,-6.789,2,7,116.99,4,https://real.enamine.net/public-enum-files/Z748894022,0.24468085106382978
CCN(CC)CCOC1=CC(=CC=C1OC)NC(=O)C2CCC=3C=NN(C)C3C2,Z1983763697,400.515,400.515,2.264,-2.608,1,5,68.62,9,https://real.enamine.net/public-enum-files/Z1983763697,0.24444444444444444
CC=1NC(=O)C(C#N)=C(C)C1CCC(=O)NC=2C=CC=3NC(=NC3C2)C=4C=CC(F)=CC4,Z651752258,429.447,429.447,3.776,-6.26,3,4,110.67,5,https://real.enamine.net/public-enum-files/Z651752258,0.24444444444444444
CC=1N=C(NC(=O)C1CC(=O)NC=2C=CC(=CC2)SC=3C=CC(=CC3)C(C)C)C=4C=CC=NC4,Z1030522350,470.588,470.588,4.211,-7.56,2,4,83.45,7,https://real.enamine.net/public-enum-files/Z1030522350,0.24444444444444444
CC1(C)CN(CC1NC(=O)C2=CC=3C=CC=CC3N2)C(=O)C4=NNC(=O)C=5C=CC=CC45,Z8342388077,429.472,429.472,1.6,-7.054,3,4,106.66,3,https://real.enamine.net/public-enum-files/Z8342388077,0.24444444444444444
"CCC(C(=O)N1CC[C@H](NC(=O)C2=CC=3C=CC=CC3NC2=O)[C@H]1C4CC4)C(C)C |&1:8,23,r|",Z7991357323,409.522,409.522,2.626,-7.137,2,3,78.51,6,https://real.enamine.net/public-enum-files/Z7991357323,0.24444444444444444
CC(NC(=O)C=1C=NN(C)C1CC=2C=CC=CC2)C=3C=CC=4NC(=O)NC4C3,Z1888682796,375.425,375.425,2.16,-4.189,3,3,88.05,5,https://real.enamine.net/public-enum-files/Z1888682796,0.2441860465116279
CC=1OC(=NC1C(=O)NC[C@H]2CCCC(=O)N2)C3=CC=CC=C3F,Z2933119936,331.342,331.342,1.707,-3.626,2,3,84.23,4,https://real.enamine.net/public-enum-files/Z2933119936,0.2441860465116279
O=C(NC=1C=CC=C2NC=NC12)C=3C=C(N=C4C3C=NN4CC=5C=CC=NC5)C=6C=CC=CC6,Z1232242115,445.477,445.477,3.904,-6.164,2,5,101.38,5,https://real.enamine.net/public-enum-files/Z1232242115,0.2441860465116279
COC=1C=CC(=CC1)N2N=NC(C(=O)N3CC(CC=4C=NN(C)C4)C3)=C2C,Z2883384051,366.418,366.418,0.826,-2.304,0,5,78.07,5,https://real.enamine.net/public-enum-files/Z2883384051,0.2441860465116279
CC(C)CC1=NC=C(S1)C(=O)NC2=CN(C)N=C2C3=CC=CO3,Z2961090282,330.407,330.407,2.378,-3.257,1,3,72.95,5,https://real.enamine.net/public-enum-files/Z2961090282,0.2441860465116279
CC(=O)NCC1CN(CC2=COC(=N2)C=3C=CC(F)=CC3)CCO1,Z1225586731,333.358,333.358,1.07,-2.575,1,4,67.6,5,https://real.enamine.net/public-enum-files/Z1225586731,0.2441860465116279
O=C(NC=1C=CC=C(C1)C(=O)N2CCC[C@H]2CN3CCOCC3)C4=CC=CS4,Z2177954249,399.509,399.509,2.179,-4.337,1,4,61.88,5,https://real.enamine.net/public-enum-files/Z2177954249,0.2441860465116279
